subset,id_str,object_id,tile_index,RA,DEC,segmentation_area,flux_vis_1fwhm_aper,expert_score,grade,expert_total_votes
discovery_engine,102159196_2746582293658497411,2746582293658497411,102159196,274.6582293065188,65.84974119493272,742.0,1.429416537284851,1.0429418123092633,C,11
discovery_engine,102158582_2655753387652324244,2655753387652324244,102158582,265.57533878130045,65.23242440822226,2147.0,7.681204319000244,1.5704549121780735,B,9
discovery_engine,102159771_2649175262672486766,2649175262672486766,102159771,264.9175262944676,67.24867662198734,430.0,1.0283606052398682,0.5039297540038741,C,10
discovery_engine,102157956_2695988761638792702,2695988761638792702,102157956,269.59887611469924,63.879270255259335,1141.0,3.914692640304565,0.585349874165779,C,10
discovery_engine,102158272_2683555203642954376,2683555203642954376,102158272,268.3555203318142,64.29543764195286,2749.0,5.277688503265381,2.2442814828449515,A,10
discovery_engine,102160060_2706622399674599706,2706622399674599706,102160060,270.6622399379065,67.45997061688014,921.0,3.809641122817993,1.8082461845279432,B,9
discovery_engine,102158278_2743329197645424631,2743329197645424631,102158278,274.3329197470716,64.54246315130146,1137.0,3.3385138511657715,1.0080834989151168,C,10
discovery_engine,102159778_2733054586668446377,2733054586668446377,102159778,273.30545860613967,66.84463770436818,438.0,1.084338903427124,0.5331226908491405,C,9
discovery_engine,102158272_2676372662645231497,2676372662645231497,102158272,267.6372662543229,64.52314972670398,881.0,5.328006267547607,0.7788580707360211,C,10
discovery_engine,102159486_2693955308663390132,2693955308663390132,102159486,269.39553081907,66.33901321500124,2778.0,14.157510757446287,1.0606428005173427,C,9
discovery_engine,102158896_2752149841653729649,2752149841653729649,102158896,275.2149841814818,65.37296492574811,3129.0,7.9564528465271,1.7442814828449518,B,10
discovery_engine,102157952_2653863625641095887,2653863625641095887,102157952,265.3863625176694,64.10958879488933,474.0,1.0603026151657104,1.3922636918028932,C,10
discovery_engine,102158272_2680673037644785063,2680673037644785063,102158272,268.0673037036402,64.47850638510299,578.0,1.5747166872024536,0.6364940578407308,C,10
discovery_engine,102159490_2746125279667087337,2746125279667087337,102159490,274.61252792254254,66.70873372016605,535.0,1.2677264213562012,1.2793162563230918,C,10
discovery_engine,102159485_2679947150664076983,2679947150664076983,102159485,267.9947150814267,66.40769832077444,1947.0,7.854431629180908,0.6581050924301494,C,10
discovery_engine,102160335_2684231593682162758,2684231593682162758,102160335,268.4231593717818,68.21627585035421,1499.0,4.724330425262451,0.6319197060311607,C,10
discovery_engine,102158885_2631991726655800261,2631991726655800261,102158885,263.19917264584524,65.58002618491464,406.0,0.9692638516426086,0.7442814828449517,C,10
discovery_engine,102159196_2750501045660009778,2750501045660009778,102159196,275.0501045526839,66.00097784468164,1076.0,1.6292260885238647,1.4381299095040163,C,9
discovery_engine,102159779_2740100912669304917,2740100912669304917,102159779,274.01009127887784,66.93049177459474,499.0,2.612633228302002,0.8259919144740202,C,10
discovery_engine,102157955_2688196754640647683,2688196754640647683,102157955,268.8196754639905,64.06476839831232,825.0,1.0836586952209473,1.1354668179776266,C,9
discovery_engine,102159772_2662377857668656609,2662377857668656609,102159772,266.2377857309162,66.86566099451724,839.0,1.6971614360809326,1.0560129507147773,C,9
discovery_engine,102158271_2663454792646039044,2663454792646039044,102158271,266.345479266346,64.60390447294114,2089.0,6.393918991088867,0.6467928764503432,C,10
